Lang Class,Lang Subclass,Train Size,Model,Embd Dim,EarlyStop,Round #,Test Set,Accuracy,Recall,Precision
SL,SL4,1k,lstm,30,True,2,Test2,0.7689999938011169,0.7689999938011169,0.7689999938011169
SL,SL4,1k,lstm,30,False,3,Test1,0.9290000200271606,0.9290000200271606,0.9290000200271606
SL,SL4,1k,lstm,30,False,3,Test2,0.8650000095367432,0.8650000095367432,0.8650000095367432
SL,SL4,1k,lstm,30,True,3,Test1,0.8989999890327454,0.8989999890327454,0.8989999890327454
SL,SL4,1k,lstm,30,True,3,Test2,0.8320000171661377,0.8320000171661377,0.8320000171661377
SL,SL4,1k,lstm,100,False,1,Test1,0.9390000104904175,0.9390000104904175,0.9390000104904175
SL,SL4,1k,lstm,100,False,1,Test2,0.9259999990463257,0.9259999990463257,0.9259999990463257
SL,SL4,1k,lstm,100,True,1,Test1,0.9120000004768372,0.9120000004768372,0.9120000004768372
SL,SL4,1k,lstm,100,True,1,Test2,0.843999981880188,0.843999981880188,0.843999981880188
SL,SL4,1k,lstm,100,False,2,Test1,0.9509999752044678,0.9509999752044678,0.9509999752044678
SL,SL4,1k,lstm,100,False,2,Test2,0.9269999861717224,0.9269999861717224,0.9269999861717224
SL,SL4,1k,lstm,100,True,2,Test1,0.9319999814033508,0.9319999814033508,0.9319999814033508
SL,SL4,1k,lstm,100,True,2,Test2,0.8799999952316284,0.8799999952316284,0.8799999952316284
SL,SL4,1k,lstm,100,False,3,Test1,0.9599999785423279,0.9599999785423279,0.9599999785423279
SL,SL4,1k,lstm,100,False,3,Test2,0.953000009059906,0.953000009059906,0.953000009059906
SL,SL4,1k,lstm,100,True,3,Test1,0.8820000290870667,0.8820000290870667,0.8820000290870667
SL,SL4,1k,lstm,100,True,3,Test2,0.8050000071525574,0.8050000071525574,0.8050000071525574
SL,SL4,1k,s-rnn,10,False,1,Test1,0.9070000052452087,0.9070000052452087,0.9070000052452087
SL,SL4,1k,s-rnn,10,False,1,Test2,0.8429999947547913,0.8429999947547913,0.8429999947547913
SL,SL4,1k,s-rnn,10,True,1,Test1,0.8849999904632568,0.8849999904632568,0.8849999904632568
